County Name,Water Body Name,Landmarks,Advisory Level,DetailStaticText,Advisory Detail Descr Display,Advisory Detail Descr,Advisory Level Description,Advisory Level,BloomInfo ID,Contact Org,County Name,Date Created,First Report,Landmarks,Rec Land Manager,RegionName,Report Updated On,Water Body Manager,Water Body Name,Latitude,Longitude
Sacramento,Retention Ponds and Waterway in Folsom,Rowberry Dr,Last verified >30 days ago,Detail,This report is under investigation.,This report is under investigation.,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3696,,Sacramento,9/6/2022,9/5/2022,Rowberry Dr,,Region 5 - Central Valley,9/8/2022,,Retention Ponds and Waterway in Folsom,38.646102,-121.1358
Sacramento,Sacramento River,Brannan Island State Recreation Area,Last verified >30 days ago,Detail,"Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.",No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3690,US FWS,Sacramento,9/2/2022,8/19/2022,Brannan Island State Recreation Area,,Region 5 - Central Valley,9/2/2022,,Sacramento River,38.11667,-121.68381
Sacramento,San Joaquin River,Eddos harbor & RV Park,Last verified >30 days ago,Detail,Advisory is based on visual monitoring for indicators of harmful algal bloom.,Advisory is based on visual monitoring for indicators of harmful algal bloom.,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3605,DOI - USFWS,Sacramento,8/8/2022,7/29/2022,Eddos harbor & RV Park,,Region 5 - Central Valley,8/5/2022,,San Joaquin River,38.05016,-121.70034
Sacramento,San Joaquin River,Prisoner's Point,Last verified >30 days ago,Detail,Advisory is based on visual monitoring for indicators of harmful algal bloom.,Advisory is based on visual monitoring for indicators of harmful algal bloom.,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3606,DOI - USFWS,Sacramento,8/8/2022,7/28/2022,Prisoner's Point,,Region 5 - Central Valley,8/5/2022,,San Joaquin River,38.08844,-121.63686
Sacramento,Sherman Lake,Sherman Island County Park Boat Ramp,Last verified >30 days ago,Detail,"Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.",No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3691,US FWS,Sacramento,9/2/2022,8/19/2022,Sherman Island County Park Boat Ramp,,Region 5 - Central Valley,9/2/2022,,Sherman Lake,38.05608,-121.78558
Sacramento,Southside Pond,near Southside Pool,Caution,Detail,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Caution,3351,City of Sacramento,Sacramento,5/20/2022,5/12/2022,near Southside Pool,,Region 5 - Central Valley,10/19/2022,,Southside Pond,38.56925,-121.50319
Sacramento,Tanzanite Pond,Tanzanite Community Park,Last verified >90 days ago,Detail,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Last verified >90 days ago,3349,City of Sacramento,Sacramento,5/20/2022,5/12/2022,Tanzanite Community Park,,Region 5 - Central Valley,6/17/2022,,Tanzanite Pond,38.63162,-121.51123
Sacramento,Three Mile Slough,near San Joaquin River (TSL),Caution,Detail,Advisory is based on visual monitoring for indicators of harmful algal bloom.,Advisory is based on visual monitoring for indicators of harmful algal bloom.,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Caution,3184,Department of Water Resources,Sacramento,9/19/2022,1/6/2022,near San Joaquin River (TSL),Unknown,Region 5 - Central Valley,9/30/2022,Unknown,Three Mile Slough,38.1033,-121.6861
San Bernardino,Big Bear Lake,Big Bear Marina--801BBL704,Caution,Detail,"Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.; Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.; Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.; Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.; Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Caution,3549,Regional Water Quality Control Board,San Bernardino,7/14/2022,6/30/2022,Big Bear Marina--801BBL704,,Region 8 - Santa Ana,10/10/2022,,Big Bear Lake,34.246543,-116.91891
San Bernardino,Big Bear Lake,Carol Morrison dock (East Ramp)-801BBL705,Caution,Detail,"Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.; Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.; Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.; Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.; Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Caution,3550,Regional Water Quality Control Board,San Bernardino,7/14/2022,6/30/2022,Carol Morrison dock (East Ramp)-801BBL705,,Region 8 - Santa Ana,10/10/2022,,Big Bear Lake,34.261091,-116.88878
San Bernardino,Big Bear Lake,Dam Near MWDL1,Caution,Detail,"Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.; Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.; Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.; Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.; Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Caution,3545,Regional Water Quality Control Board,San Bernardino,7/14/2022,6/30/2022,Dam Near MWDL1,,Region 8 - Santa Ana,10/10/2022,,Big Bear Lake,34.24327,-116.97458
San Bernardino,Big Bear Lake,Duane Boyer Dock (West Ramp)-801BBL706,Caution,Detail,"Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.; Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.; Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.; Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.; Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Caution,3551,Regional Water Quality Control Board,San Bernardino,7/14/2022,6/30/2022,Duane Boyer Dock (West Ramp)-801BBL706,,Region 8 - Santa Ana,10/10/2022,,Big Bear Lake,34.257219,-116.95139
San Bernardino,Big Bear Lake,Gilner Point Middle near MWDL2-801BBL701,Caution,Detail,"Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.; Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.; Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.; Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.; Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Caution,3546,Regional Water Quality Control Board,San Bernardino,7/14/2022,6/30/2022,Gilner Point Middle near MWDL2-801BBL701,,Region 8 - Santa Ana,10/10/2022,,Big Bear Lake,34.252791,-116.95068
San Bernardino,Big Bear Lake,Mid Lake near MWDL6-801BBL702,Caution,Detail,"Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.; Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.; Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.; Advisory based on historical monitoring data of re-occurring harmful algal blooms in this area.","Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.; Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.; Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.; Advisory based on historical monitoring data of re-occurring harmful algal blooms in this area.","Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Caution,3547,Regional Water Quality Control Board,San Bernardino,7/14/2022,6/30/2022,Mid Lake near MWDL6-801BBL702,,Region 8 - Santa Ana,10/10/2022,,Big Bear Lake,34.252,-116.92175
San Bernardino,Big Bear Lake,Stanfield Middle near MWDL9-801BBL703,Caution,Detail,"Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.; Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.; Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.; Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.; Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Caution,3548,Regional Water Quality Control Board,San Bernardino,7/14/2022,6/30/2022,Stanfield Middle near MWDL9-801BBL703,,Region 8 - Santa Ana,10/10/2022,,Big Bear Lake,34.25818,-116.89855
San Bernardino,Big Bear Lake-Mid Lake near MWDLG,Big Bear Lake-Mid Lake near MWDLG,Last verified >90 days ago,Detail,Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.,Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Last verified >90 days ago,3331,Regional Water Quality Control Board,San Bernardino,5/20/2022,5/12/2022,Big Bear Lake-Mid Lake near MWDLG,,Region 8 - Santa Ana,6/24/2022,,Big Bear Lake-Mid Lake near MWDLG,34.25392,-116.92332
San Bernardino,Cucamonga-Guasti Regional Park Lakes,two lakes in park,Caution,Detail,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Caution,3754,San Bernardino Regional Parks,San Bernardino,10/6/2022,7/1/2022,two lakes in park,,Region 8 - Santa Ana,10/6/2022,,Cucamonga-Guasti Regional Park Lakes,34.073491,-117.591
San Bernardino,Grass Valley Lake,South West Cove,Last verified >30 days ago,Detail,Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.,Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3506,,San Bernardino,6/30/2022,6/20/2022,South West Cove,,Region 6 - Lahontan,9/2/2022,,Grass Valley Lake,34.2606084,-117.21815
San Bernardino,Horseshoe Lake,Boathouse,Last verified >90 days ago,Detail,Water testing of samples resulted in no exceedance of an advisory trigger threshold.,Water testing of samples resulted in no exceedance of an advisory trigger threshold.,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Last verified >90 days ago,3311,San Bernardino County Parks,San Bernardino,5/19/2022,5/11/2022,Boathouse,Local Park and Recreation Department,Region 6 - Lahontan,6/30/2022,Local Park and Recreation Department,Horseshoe Lake,34.513889,-117.27583
San Bernardino,Lake Arrowhead,Burnt Mill Beach Club,Last verified >30 days ago,Detail,Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.,Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3505,,San Bernardino,6/30/2022,6/20/2022,Burnt Mill Beach Club,,Region 6 - Lahontan,9/2/2022,,Lake Arrowhead,34.2510467,-117.19382
San Bernardino,Lake Arrowhead,Tavern Bay,Last verified >30 days ago,Detail,Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.,Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3504,,San Bernardino,6/30/2022,6/20/2022,Tavern Bay,,Region 6 - Lahontan,9/2/2022,,Lake Arrowhead,34.2630313,-117.18556
San Bernardino,Lake Gregory,Dam,Last verified >30 days ago,Detail,Water testing of samples resulted in no exceedance of an advisory trigger threshold.,Water testing of samples resulted in no exceedance of an advisory trigger threshold.,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3692,,San Bernardino,9/2/2022,8/21/2022,Dam,,Region 6 - Lahontan,9/2/2022,,Lake Gregory,34.24757,-117.2664
San Bernardino,Lake Gregory,San Moritz,Last verified >30 days ago,Detail,Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.,Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3693,,San Bernardino,9/2/2022,8/21/2022,San Moritz,,Region 6 - Lahontan,9/2/2022,,Lake Gregory,34.24011,-117.2657
San Bernardino,Lake Gregory,Swim Beach,Last verified >30 days ago,Detail,Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.,Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3309,San Bernardino County Parks,San Bernardino,5/19/2022,5/11/2022,Swim Beach,Local Park and Recreation Department,Region 6 - Lahontan,9/2/2022,Local Park and Recreation Department,Lake Gregory,34.242768,-117.27551
San Bernardino,Lake Havasu Landing,Havasu Landing Boat Launch Ramp,Last verified >30 days ago,Detail,"Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.; Alert! High concentration of one or more cyanotoxins measured at this site indicating elevated health risk to humans and animals.","Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.; Alert! High concentration of one or more cyanotoxins measured at this site indicating elevated health risk to humans and animals.",No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3637,CRWQCB7,San Bernardino,8/16/2022,8/2/2022,Havasu Landing Boat Launch Ramp,Tribe,Region 7 - Colorado River,8/16/2022,"California State Parks, Tribe",Lake Havasu Landing,34.48225,-114.40536
San Bernardino,"Mill Creek, Forest Falls","Mill Creek, Forest Falls",Last verified >90 days ago,Detail,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Last verified >90 days ago,3529,Santa Ana RWQCB,San Bernardino,7/7/2022,6/23/2022,"Mill Creek, Forest Falls",,Region 8 - Santa Ana,7/7/2022,,"Mill Creek, Forest Falls",34.08807,-116.91489
San Bernardino,Pelican lake,Outflow Bridge,Last verified >90 days ago,Detail,Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.,Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Last verified >90 days ago,3310,San Bernardino County Parks,San Bernardino,5/19/2022,5/11/2022,Outflow Bridge,Local Park and Recreation Department,Region 6 - Lahontan,6/30/2022,Local Park and Recreation Department,Pelican lake,34.511667,-117.27583
San Bernardino,Prado Regional Park,lake-wide,Caution,Detail,"Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.","Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.","Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Caution,3507,Regional Water Board,San Bernardino,9/2/2022,6/22/2022,lake-wide,County Environmental Health Department,Region 8 - Santa Ana,10/6/2022,,Prado Regional Park,33.94343,-117.64838
San Bernardino,Santa Ana River Random Olsen Site 618,Santa Ana River Random Olsen Site 618,Last verified >90 days ago,Detail,Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.,Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Last verified >90 days ago,3350,California Department of Fish and Wildlife,San Bernardino,5/20/2022,5/13/2022,Santa Ana River Random Olsen Site 618,,Region 8 - Santa Ana,5/20/2022,,Santa Ana River Random Olsen Site 618,34.16124,-116.80664
San Bernardino,Santa Ana River SF ~3.5mi above Mainstem,Santa Ana River SF ~3.5mi above Mainstem,Last verified >90 days ago,Detail,Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.,Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Last verified >90 days ago,3348,California Department of Fish and Wildlife,San Bernardino,5/20/2022,5/13/2022,Santa Ana River SF ~3.5mi above Mainstem,,Region 8 - Santa Ana,5/20/2022,,Santa Ana River SF ~3.5mi above Mainstem,34.13332,-116.84289
San Bernardino,Silverwood Lake,Silverwood Lake Cleghorn Swim Beach,Last verified >30 days ago,Detail,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.","Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3453,Department of Water Resources (DWR),San Bernardino,7/15/2022,5/24/2022,Silverwood Lake Cleghorn Swim Beach,,Region 6 - Lahontan,8/30/2022,,Silverwood Lake,34.286111,-117.34444
San Bernardino,Silverwood Lake,Silverwood Lake outlet,Last verified >30 days ago,Detail,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.","Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3452,Department of Water Resources (DWR),San Bernardino,7/15/2022,5/24/2022,Silverwood Lake outlet,,Region 6 - Lahontan,9/14/2022,,Silverwood Lake,34.280289,-117.32992
San Bernardino,Silverwood Lake,Silverwood Lake Sawpit Swim Beach,Last verified >30 days ago,Detail,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.","Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3454,Department of Water Resources (DWR),San Bernardino,7/15/2022,5/24/2022,Silverwood Lake Sawpit Swim Beach,,Region 6 - Lahontan,8/30/2022,,Silverwood Lake,34.28222,-117.335
San Bernardino,Yucaipa Regional Park,Yucaipa Regional Park Lower Lake,Last verified >30 days ago,Detail,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.","Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3679,Ca Water Boards,San Bernardino,9/2/2022,8/23/2022,Yucaipa Regional Park Lower Lake,Local Park and Recreation Department,Region 8 - Santa Ana,9/2/2022,,Yucaipa Regional Park,34.05215,-117.04982
