OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime.Time,ActivityStartTime.TimeZoneCode,ActivityEndDate,ActivityEndTime.Time,ActivityEndTime.TimeZoneCode,ActivityDepthHeightMeasure.MeasureValue,ActivityDepthHeightMeasure.MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure.MeasureValue,ActivityTopDepthHeightMeasure.MeasureUnitCode,ActivityBottomDepthHeightMeasure.MeasureValue,ActivityBottomDepthHeightMeasure.MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod.MethodIdentifier,SampleCollectionMethod.MethodIdentifierContext,SampleCollectionMethod.MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure.MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure.MeasureValue,ResultDepthHeightMeasure.MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod.MethodIdentifier,ResultAnalyticalMethod.MethodIdentifierContext,ResultAnalyticalMethod.MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure.MeasureValue,DetectionQuantitationLimitMeasure.MeasureUnitCode,PreparationStartDate,ProviderName,ActivityStartDateTime,ActivityEndDateTime,LatitudeMeasure,LongitudeMeasure
USGS-CA,USGS California Water Science Center,nwisca.01.02203384,Sample-Routine,Water,Surface Water,2022-04-26,11:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455095,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Chlorophyll a,NA,5.2,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2022-05-18,NA,Lower Reporting Limit,0.1,ug/l,NA,NWIS,2022-04-26T19:45:00Z,NA,38.47686944000000,-121.5836417000000
USGS-CA,USGS California Water Science Center,nwisca.01.02203382,Sample-Routine,Water,Surface Water,2022-04-25,12:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455140,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Ammonia and ammonium,Dissolved,0.02,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2022-05-05,below the reporting level but at or above the detection level,Detection limit by DQCALC,0.02,mg/l as N,NA,NWIS,2022-04-25T20:30:00Z,NA,38.34916667000000,-121.6447222000000
USGS-CA,USGS California Water Science Center,nwisca.01.02203382,Sample-Routine,Water,Surface Water,2022-04-25,12:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455140,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.02,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED02,USGS,"NO3+NO2, wf, FCC,NaR, DA, LL",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2022-05-25,NA,Detection limit by DQCALC,0.01,mg/l as N,NA,NWIS,2022-04-25T20:30:00Z,NA,38.34916667000000,-121.6447222000000
USGS-CA,USGS California Water Science Center,nwisca.01.02203725,Sample-Routine,Water,Surface Water,2022-05-18,11:11:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11336790,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Mulitple samplers used,NA,Chlorophyll a,NA,15.1,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2022-06-07,NA,Lower Reporting Limit,0.1,ug/l,NA,NWIS,2022-05-18T19:11:00Z,NA,38.09638889000000,-121.4961110000000
USGS-CA,USGS California Water Science Center,nwisca.01.02204030,Sample-Routine,Water,Surface Water,2022-06-01,13:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11447890,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Ammonia and ammonium,Dissolved,0.03,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,Hold time parameters were exceeded during the collection to analysis phase of sample processing.,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2022-06-30,holding time exceededbelow the reporting level but at or above the detection levelsee result laboratory comment,Detection limit by DQCALC,0.02,mg/l as N,NA,NWIS,2022-06-01T21:15:00Z,NA,38.25769218000000,-121.5182865000000
USGS-CA,USGS California Water Science Center,nwisca.01.02204030,Sample-Routine,Water,Surface Water,2022-06-01,13:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11447890,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.2,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED02,USGS,"NO3+NO2, wf, FCC,NaR, DA, LL",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2022-07-01,NA,Detection limit by DQCALC,0.01,mg/l as N,NA,NWIS,2022-06-01T21:15:00Z,NA,38.25769218000000,-121.5182865000000
USGS-CA,USGS California Water Science Center,nwisca.01.02204030,Sample-Routine,Water,Surface Water,2022-06-01,13:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11447890,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Orthophosphate,Dissolved,0.029,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2022-06-30,NA,Detection limit by DQCALC,0.004,mg/l as P,NA,NWIS,2022-06-01T21:15:00Z,NA,38.25769218000000,-121.5182865000000
USGS-CA,USGS California Water Science Center,nwisca.01.02204030,Sample-Routine,Water,Surface Water,2022-06-01,13:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11447890,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Chlorophyll a,NA,1.9,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2022-06-17,NA,Lower Reporting Limit,0.1,ug/l,NA,NWIS,2022-06-01T21:15:00Z,NA,38.25769218000000,-121.5182865000000
USGS-CA,USGS California Water Science Center,nwisca.01.02204104,Sample-Routine,Water,Surface Water,2022-06-07,10:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455142,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,Not Detected,Ammonia and ammonium,Dissolved,NA,NA,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,Hold time parameters were exceeded during the collection to analysis phase of sample processing.,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2022-07-13,holding time exceededsee result laboratory comment,Detection limit by DQCALC,0.02,mg/l as N,NA,NWIS,2022-06-07T18:00:00Z,NA,38.34166667000000,-121.6438889000000
USGS-CA,USGS California Water Science Center,nwisca.01.02204104,Sample-Routine,Water,Surface Water,2022-06-07,10:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455142,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.13,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,Hold time parameters were exceeded during the collection to analysis phase of sample processing.,00631,NA,NA,NA,NA,NA,RED02,USGS,"NO3+NO2, wf, FCC,NaR, DA, LL",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2022-07-15,holding time exceededsee result laboratory comment,Detection limit by DQCALC,0.01,mg/l as N,NA,NWIS,2022-06-07T18:00:00Z,NA,38.34166667000000,-121.6438889000000
USGS-CA,USGS California Water Science Center,nwisca.01.02204104,Sample-Routine,Water,Surface Water,2022-06-07,10:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455142,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Orthophosphate,Dissolved,0.068,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,Hold time parameters were exceeded during the collection to analysis phase of sample processing.,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2022-07-13,holding time exceededsee result laboratory comment,Detection limit by DQCALC,0.004,mg/l as P,NA,NWIS,2022-06-07T18:00:00Z,NA,38.34166667000000,-121.6438889000000
USGS-CA,USGS California Water Science Center,nwisca.01.02203386,Sample-Routine,Water,Surface Water,2022-04-28,12:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-381142122015801,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Orthophosphate,Dissolved,0.096,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2022-05-05,NA,Detection limit by DQCALC,0.004,mg/l as P,NA,NWIS,2022-04-28T20:15:00Z,NA,38.19489444000000,-122.0328139000000
USGS-CA,USGS California Water Science Center,nwisca.01.02203386,Sample-Routine,Water,Surface Water,2022-04-28,12:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-381142122015801,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Chlorophyll a,NA,4.6,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2022-05-18,NA,Lower Reporting Limit,0.1,ug/l,NA,NWIS,2022-04-28T20:15:00Z,NA,38.19489444000000,-122.0328139000000
USGS-CA,USGS California Water Science Center,nwisca.01.02203383,Sample-Routine,Water,Surface Water,2022-04-26,10:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455142,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,Not Detected,Ammonia and ammonium,Dissolved,NA,NA,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2022-05-05,NA,Detection limit by DQCALC,0.02,mg/l as N,NA,NWIS,2022-04-26T18:00:00Z,NA,38.34166667000000,-121.6438889000000
USGS-CA,USGS California Water Science Center,nwisca.01.02203557,Sample-Routine,Water,Surface Water,2022-05-10,07:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Orthophosphate,Dissolved,0.05,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2022-06-08,NA,Detection limit by DQCALC,0.004,mg/l as P,NA,NWIS,2022-05-10T15:30:00Z,NA,38.24301110000000,-121.6842860000000
USGS-CA,USGS California Water Science Center,nwisca.01.02204028,Sample-Routine,Water,Surface Water,2022-06-01,11:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11337190,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Ammonia and ammonium,Dissolved,0.02,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,Hold time parameters were exceeded during the collection to analysis phase of sample processing.,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2022-06-30,holding time exceededbelow the reporting level but at or above the detection levelsee result laboratory comment,Detection limit by DQCALC,0.02,mg/l as N,NA,NWIS,2022-06-01T19:45:00Z,NA,38.05214240000000,-121.6888428000000
USGS-CA,USGS California Water Science Center,nwisca.01.02204028,Sample-Routine,Water,Surface Water,2022-06-01,11:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11337190,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.19,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED02,USGS,"NO3+NO2, wf, FCC,NaR, DA, LL",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2022-07-01,NA,Detection limit by DQCALC,0.01,mg/l as N,NA,NWIS,2022-06-01T19:45:00Z,NA,38.05214240000000,-121.6888428000000
USGS-CA,USGS California Water Science Center,nwisca.01.02204894,Sample-Routine,Water,Surface Water,2022-07-20,11:35:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11311300,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Mulitple samplers used,NA,Chlorophyll a,NA,3.2,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2022-08-10,NA,Lower Reporting Limit,0.1,ug/l,NA,NWIS,2022-07-20T19:35:00Z,NA,37.99250000000000,-121.4538889000000
USGS-CA,USGS California Water Science Center,nwisca.01.02205322,Sample-Routine,Water,Surface Water,2022-08-25,11:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-381142122015801,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Grab sample,NA,Chlorophyll a,NA,3.2,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2022-09-12,NA,Lower Reporting Limit,0.1,ug/l,2022-09-12,NWIS,2022-08-25T19:00:00Z,NA,38.19489444000000,-122.0328139000000
USGS-CA,USGS California Water Science Center,nwisca.01.02204939,Sample-Routine,Water,Surface Water,2022-07-28,10:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,Not Detected,Ammonia and ammonium,Dissolved,NA,NA,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,Hold time parameters were exceeded during the collection to analysis phase of sample processing.,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2022-08-30,holding time exceededsee result laboratory comment,Detection limit by DQCALC,0.02,mg/l as N,NA,NWIS,2022-07-28T18:00:00Z,NA,38.24301110000000,-121.6842860000000
USGS-CA,USGS California Water Science Center,nwisca.01.02202888,Sample-Routine,Water,Surface Water,2022-04-05,11:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455508,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Orthophosphate,Dissolved,0.055,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2022-04-14,NA,Detection limit by DQCALC,0.004,mg/l as P,NA,NWIS,2022-04-05T19:30:00Z,NA,38.04953056000000,-121.8875500000000
USGS-CA,USGS California Water Science Center,nwisca.01.02202888,Sample-Routine,Water,Surface Water,2022-04-05,11:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455508,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Chlorophyll a,NA,12.8,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2022-04-26,NA,Lower Reporting Limit,0.1,ug/l,NA,NWIS,2022-04-05T19:30:00Z,NA,38.04953056000000,-121.8875500000000
USGS-CA,USGS California Water Science Center,nwisca.01.02203727,Sample-Routine,Water,Surface Water,2022-05-18,12:22:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11312676,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Mulitple samplers used,NA,Chlorophyll a,NA,2.3,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2022-06-07,NA,Lower Reporting Limit,0.1,ug/l,NA,NWIS,2022-05-18T20:22:00Z,NA,37.94270170000000,-121.5341175000000
USGS-CA,USGS California Water Science Center,nwisca.01.02204462,Sample-Routine,Water,Surface Water,2022-06-29,08:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11337190,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Ammonia and ammonium,Dissolved,0.01,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,PHH01,USGS,"Ammonia, seawater,f,phenol(NWQL)",NA,"USGS-National Water Quality Lab, Denver, CO",2022-07-28,NA,Estimated Detection Level,0.01,mg/l as N,NA,NWIS,2022-06-29T16:45:00Z,NA,38.05214240000000,-121.6888428000000
USGS-CA,USGS California Water Science Center,nwisca.01.02204462,Sample-Routine,Water,Surface Water,2022-06-29,08:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11337190,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.15,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED02,USGS,"NO3+NO2, wf, FCC,NaR, DA, LL",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2022-07-29,NA,Detection limit by DQCALC,0.01,mg/l as N,NA,NWIS,2022-06-29T16:45:00Z,NA,38.05214240000000,-121.6888428000000
USGS-CA,USGS California Water Science Center,nwisca.01.02204462,Sample-Routine,Water,Surface Water,2022-06-29,08:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11337190,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Orthophosphate,Dissolved,0.057,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,Hold time parameters were exceeded during the collection to analysis phase of sample processing.,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2022-08-10,holding time exceededsee result laboratory comment,Detection limit by DQCALC,0.004,mg/l as P,NA,NWIS,2022-06-29T16:45:00Z,NA,38.05214240000000,-121.6888428000000
USGS-CA,USGS California Water Science Center,nwisca.01.02203310,Sample-Routine,Water,Surface Water,2022-04-14,11:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Ammonia and ammonium,Dissolved,0.04,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2022-04-21,NA,Detection limit by DQCALC,0.02,mg/l as N,NA,NWIS,2022-04-14T19:45:00Z,NA,38.19395556000000,-121.6580028000000
USGS-CA,USGS California Water Science Center,nwisca.01.02203310,Sample-Routine,Water,Surface Water,2022-04-14,11:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.18,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,Hold time parameters were exceeded during the collection to analysis phase of sample processing.,00631,NA,NA,NA,NA,NA,RED02,USGS,"NO3+NO2, wf, FCC,NaR, DA, LL",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2022-05-23,holding time exceededsee result laboratory comment,Detection limit by DQCALC,0.01,mg/l as N,NA,NWIS,2022-04-14T19:45:00Z,NA,38.19395556000000,-121.6580028000000
USGS-CA,USGS California Water Science Center,nwisca.01.02203310,Sample-Routine,Water,Surface Water,2022-04-14,11:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Orthophosphate,Dissolved,0.075,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2022-04-21,NA,Detection limit by DQCALC,0.004,mg/l as P,NA,NWIS,2022-04-14T19:45:00Z,NA,38.19395556000000,-121.6580028000000
USGS-CA,USGS California Water Science Center,nwisca.01.02203310,Sample-Routine,Water,Surface Water,2022-04-14,11:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Chlorophyll a,NA,1.3,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2022-04-28,NA,Lower Reporting Limit,0.1,ug/l,NA,NWIS,2022-04-14T19:45:00Z,NA,38.19395556000000,-121.6580028000000
USGS-CA,USGS California Water Science Center,nwisca.01.02204027,Sample-Routine,Water,Surface Water,2022-06-01,09:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455485,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Ammonia and ammonium,Dissolved,0.04,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,Hold time parameters were exceeded during the collection to analysis phase of sample processing.,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2022-06-30,holding time exceededbelow the reporting level but at or above the detection levelsee result laboratory comment,Detection limit by DQCALC,0.02,mg/l as N,NA,NWIS,2022-06-01T17:30:00Z,NA,38.07780830000000,-121.7672860000000
